Incident-id,Date(dd/mm/yr),Animal,village,District,State,Victim age,Victim outcome,Incident details,Source url,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,lat,lon,Target,dist_forest,dist_water,dist_village,elevation
327,18-01-2025,Sloth Bear,Korar Forest,Kanker,Chhattisgarh,65yr,Dead,A father and son were killed. The son was attacked first; the father climbed a tree but was dragged down by the bear.,https://timesofindia.indiatimes.com/city/raipur/rabid-sloth-bear-kills-father-son-duo-injures-forest-ranger-in-kanker/articleshow/117436812.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,747,515,192,685
328,16-09-2025,Sloth Bear,Khanua-Jamgadi,Singrauli,Madhya pradesh,45yr,Dead,A guest teacher grazing goats was attacked. A rescuer tried to save him but was also mauled to death.,https://www.newindianexpress.com/nation/2025/Sep/20/female-sloth-bear-that-killed-two-men-in-singrauli-found-dead-forensic-analysis-ordered-to-determine-cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,637,548,461,590
329,16-09-2025,Sloth Bear,Khanua-Jamgadi,Singrauli,Madhya pradesh,45yr,Dead,A guest teacher grazing goats was attacked. A rescuer tried to save him but was also mauled to death.,https://www.newindianexpress.com/nation/2025/Sep/20/female-sloth-bear-that-killed-two-men-in-singrauli-found-dead-forensic-analysis-ordered-to-determine-cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,587,745,373,768
330,28-09-2024,Sloth Bear,Beljhiriya,GPM District,Chhattisgarh,13yr,Dead,A minor girl was attacked and killed while grazing goats near the village fields.,https://timesofindia.indiatimes.com/city/raipur/minor-girl-man-mauled-to-death-by-sloth-bear/articleshow/113771475.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,588,90,667,549
331,28-09-2024,Sloth Bear,Forest Area,GPM District,Chhattisgarh,,Dead,"In a separate incident on the same day, a man collecting forest produce was attacked and killed",https://timesofindia.indiatimes.com/city/raipur/minor-girl-man-mauled-to-death-by-sloth-bear/articleshow/113771475.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,396,397,255,684
332,27-08-2025,Sloth Bear,Turunga,Jajpur,Odisha,27yr,Dead,Victim attacked while attending nature's call in a forest patch. Succumbed to injuries later,https://timesofindia.indiatimes.com/city/bhubaneswar/man-from-jajpur-district-dies-days-after-getting-injured-in-sloth-bear-attack/articleshow/123837806.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,130,0,230,447
333,28-01-2023,Sloth Bear,Naliadaba,Jajpur,Odisha,65yr,injured,Elderly man fought off a bear with a bamboo stick for several minutes and survived,https://timesofindia.indiatimes.com/city/bhubaneswar/man-fights-off-sloth-bear-with-bamboo-stick-in-odisha/articleshow/97434803.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,422,659,296,596
334,27-10-2024,Sloth Bear,Bijora,Balaghat,Madhya Pradesh,,Animal Deceased,"Bear died after biting a ""crude bomb"" (meat coated explosive) meant for wild boars.",https://timesofindia.indiatimes.com/city/bhopal/tragic-death-of-sloth-bear-after-consuming-crude-bomb-in-balaghat-forest/articleshow/114634280.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,196,758,239,573
335,07-10-2024,Sloth Bear,Kallusadarahalli,Hassan,Karnataka,,Dead,Three sloth bears (including a cub) were electrocuted by a live wire in a farmland,https://www.thehindu.com/news/national/karnataka/three-sloth-bears-electrocuted-in-arsikere/article68732147.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,692,306,459,633
336,05-12-2024,Sloth Bear,Maan,Belagavi,Karnataka,63yr,injured,Farmer grievously injured while walking to his fields near the Goa-Karnataka border.,https://timesofindia.indiatimes.com/city/goa/sloth-bear-mauls-man-on-goa-ktaka-border/articleshow/116018055.cms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,355,1129,0,544
337,17-12-2023,Sloth Bear,Kanha Tiger Reserve,Balaghat,Madhya Pradesh,30yr,injured,A forest guard and a watcher were attacked on patrol. The watcher was mauled while trying to save the guard.,https://indianmasterminds.com/news/sloth-bear-attacks-forest-staff-in-kanha-tiger-reserve-guard-watcher-hospitalised/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,152,9,89,580
338,17-12-2023,Sloth Bear,Kanha Tiger Reserve,Balaghat,Madhya Pradesh,40yr,injured,A forest guard and a watcher were attacked on patrol. The watcher was mauled while trying to save the guard.,https://indianmasterminds.com/news/sloth-bear-attacks-forest-staff-in-kanha-tiger-reserve-guard-watcher-hospitalised/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,303,0,86,723
339,23-06-2023,Sloth Bear,Thimboli (Ramanagara),Uttara Kannada,Karnataka,65yr,injured,Victim took a forest shortcut during the day. Walked back to the village holding his injured eye.,https://www.newindianexpress.com/states/karnataka/2023/Jun/23/65-year-old-man-sustains-serious-injuries-after-being-attacked-by-sloth-bear-in-karnataka-2587682.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,523,589,490,534
340,16-12-2022,Sloth Bear,Lavaria,Panchmahal,Gujarat,,injured,"A single bear strayed into a village to eat berries. Villagers cornered it, and it attacked 5 people in defense.",https://indianexpress.com/article/cities/five-injured-in-bear-attack-in-panchmahal-8327292/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,230,918,642,359
341,03-11-2022,Sloth Bear,Muduchekkalapally,Warangal,Telangana,58yr,injured,Farmer attacked in his field at dawn. Neighbors drove the bear away with loud noises.,https://www.newindianexpress.com/states/telangana/2022/Nov/03/sloth-bear-attacks-injures-warangal-farmer-in-telangana-2514332.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,153,1173,279,862
342,07-11-2022,Sloth Bear,Forest Area,Tenkasi,Tamil Nadu,,injured,One man attacked; two rescuers also seriously injured. Incident caught on camera.,https://www.thehindu.com/news/cities/Coimbatore/boy-injured-in-sloth-bear-attack-near-valparai/article37990217.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,473,316,266,807
343,18-12-2021,Sloth Bear,Upper Sholayar Dam,Coimbatore,Tamil nadu,16yr,injured,A teenager ventured out of his quarters at 10:45 PM and was attacked by a bear near the dam,https://www.thehindu.com/news/cities/Coimbatore/boy-injured-in-sloth-bear-attack-near-valparai/article37990217.ece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,473,931,314,406
344,31-03-2021,Sloth Bear,Anekal / Attibele,Bangalore Urban,Karnataka,,injured,": A single ""rabid"" bear went on a rampage over 48 hours, attacking 6 people across multiple villages near Bangalore.",https://www.newindianexpress.com/cities/bengaluru/2021/Mar/31/sloth-bear-on-prowl-near-bengaluru-alert-issued-upto-tamil-nadushosur-2283759.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,247,484,532,703
345,31-03-2021,Sloth Bear,Anekal / Attibele,Bangalore Urban,Karnataka,,injured,": A single ""rabid"" bear went on a rampage over 48 hours, attacking 6 people across multiple villages near Bangalore.",https://www.newindianexpress.com/cities/bengaluru/2021/Mar/31/sloth-bear-on-prowl-near-bengaluru-alert-issued-upto-tamil-nadushosur-2283759.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,258,430,114,524
346,31-03-2021,Sloth Bear,Anekal / Attibele,Bangalore Urban,Karnataka,,injured,": A single ""rabid"" bear went on a rampage over 48 hours, attacking 6 people across multiple villages near Bangalore.",https://www.newindianexpress.com/cities/bengaluru/2021/Mar/31/sloth-bear-on-prowl-near-bengaluru-alert-issued-upto-tamil-nadushosur-2283759.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,469,853,347,639
347,31-03-2021,Sloth Bear,Anekal / Attibele,Bangalore Urban,Karnataka,,injured,": A single ""rabid"" bear went on a rampage over 48 hours, attacking 6 people across multiple villages near Bangalore.",https://www.newindianexpress.com/cities/bengaluru/2021/Mar/31/sloth-bear-on-prowl-near-bengaluru-alert-issued-upto-tamil-nadushosur-2283759.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,760,495,644
348,31-03-2021,Sloth Bear,Anekal / Attibele,Bangalore Urban,Karnataka,,injured,": A single ""rabid"" bear went on a rampage over 48 hours, attacking 6 people across multiple villages near Bangalore.",https://www.newindianexpress.com/cities/bengaluru/2021/Mar/31/sloth-bear-on-prowl-near-bengaluru-alert-issued-upto-tamil-nadushosur-2283759.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,400,564
349,31-03-2021,Sloth Bear,Anekal / Attibele,Bangalore Urban,Karnataka,,injured,": A single ""rabid"" bear went on a rampage over 48 hours, attacking 6 people across multiple villages near Bangalore.",https://www.newindianexpress.com/cities/bengaluru/2021/Mar/31/sloth-bear-on-prowl-near-bengaluru-alert-issued-upto-tamil-nadushosur-2283759.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,184,1090,337,482
15-12-1900,05-03-2021,Sloth Bear,Forest Area,Chandrapur,Maharashtra,,injured,A complex conflict event involving both a tiger (killed one) and a sloth bear (injured two) in the same area.,https://www.ndtv.com/topic/sloth-bear-attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,335,1052,500,496
,,leopard,,Nashik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3466,1374,0,208
,,leopard,,nagina dehat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5213,2395,2177,216
,,leopard,,jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4286,2494,845,293
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2760,2260,0,228
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2971,1449,2011,368
,,Tiger,,sitapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1496,1328,2873,448
,,leopard,,barwani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2972,1974,1362,241
,,leopard,,parkasam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2567,3172,2452,323
,,leopard,,Nashik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3484,2543,3112,349
,,leopard,,dindori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1759,1629,2814,347
,,leopard,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3779,2771,3139,307
,,leopard,,amethi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5299,200,2242,374
,,leopard,,Gir Somnath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2836,3148,1575,348
,,leopard,,bahraich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3602,260,0,176
,,leopard,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4035,1637,1253,386
,,leopard,,barabanki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2398,880,656,388
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3336,705,3670,223
,,leopard,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3018,3160,1324,303
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3146,1532,1623,368
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1840,2346,2051,279
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3036,1953,1543,407
,,Tiger,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3746,2477,3195,536
,,Tiger,,chamarajanar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5176,2076,877,221
,,leopard,,namchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4438,717,1694,161
,,leopard,,bharaich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6229,2996,757,330
,,leopard,,pune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1848,1506,179,372
,,leopard,,bharaich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4308,443,888,276
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3275,1571,1462,445
,,leopard,,bageshwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6284,3500,1070,166
,,leopard,,Nashik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1787,2850,807,369
,,leopard,,bagesjwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1740,1651,93,239
,,Tiger,,bhandara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2100,1650,1416,471
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,1678,0,499
,,Tiger,,champawat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2211,4076,2260,223
,,leopard,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1861,2381,1582,245
,,leopard,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3225,2430,42,385
,,leopard,,Champaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3512,3030,1190,261
,,leopard,,Champaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5814,2238,747,295
,,leopard,,Champaran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4425,1740,1819,302
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2134,1803,2840,108
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1652,1928,0,298
,, leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3737,1962,1615,231
,,leopard,,navsari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1019,2727,1339,250
,,leopard,,amreli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5747,2051,2171,444
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4769,2732,1713,174
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2296,1919,748,381
,,leopard,,pune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,2078,1180,272
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5030,200,703,272
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2828,2916,2576,379
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4856,2346,1521,334
,,leopard,,mysuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,608,2998,3401,357
,,leopard,,khandwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2100,200,1439,396
,,leopard,,khandwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3007,4088,791,266
,,leopard,,khandwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3070,1860,0,238
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2324,3108,0,191
,,Tiger,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3934,960,0,217
,,leopard,,jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1398,2612,1767,594
,,leopard,,pilibhit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2786,946,2008,424
,,Tiger,,pilibhit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3180,1376,0,164
,,leopard,,pauri garhwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3771,3914,2395,167
,,Tiger,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4067,1809,1016,348
,,Tiger,,kheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1313,2217,1646,354
,,leopard,,bijnor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,698,2870,3112,354
,,leopard,,chandrapur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4916,2495,2396,274
,,leopard,,amreli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3498,2150,1231,287
,,leopard,,jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1877,2364,608,332
,,leopard,,maharajganj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5326,4403,0,308
,,leopard,,bahraich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3173,1942,780,100
,,leopard,,baramulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4768,2201,1288,277
,,leopard,,baramulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3101,3050,512,214
,,leopard,,kupwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6091,3105,1368,317
,,leopard,,kupwara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5633,3187,1576,598
,,leopard,,mumbai suburban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2626,2638,1275,336
,,leopard,,almora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4457,856,849,268
,,leopard,,pauri garhwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3968,3633,1668,392
,,leopard,,almora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5052,853,1941,348
,,leopard,,bahraich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1552,2302,409,342
,,leopard,,visavadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4029,1245,2910,360
,,leopard,,amreli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4587,1935,1401,505
,,leopard,,baramulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,2328,1518,186
,,leopard,,guwahati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1225,2321,2208,347
,,leopard,,nainital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,2421,1733,207
,,leopard,,nainital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2595,3613,2453,355
,,leopard,,us nagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4076,2453,1787,208
,,leopard,,Tehri Garhwal ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5253,1755,887,258
,,leopard,,pithoragarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3111,2964,1861,270
,,leopard,,pauri garhwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5442,3189,356,397
,,leopard,,pithoragarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,929,772,1608,391
,,leopard,,almora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,2597,1466,175
,,leopard,,koppal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2916,2701,1291,305
,,leopard,,koppal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3576,1702,1371,229
,,leopard,,Gir Somnath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2950,3375,0,174
,,leopard,,yamunanagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,500,1849,951,278
,,leopard,,junagadh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2866,2125,1592,269
,,leopard,,bharuch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1043,1826,1659,542
,,leopard,,surat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4004,2015,472,343
,,leopard,,pune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3549,903,2765,162
,,leopard,,pithoragarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1590,559,633,243
,,leopard,,ahmednagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2229,3594,2469,402
,,leopard,,beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1411,1153,1927,508
,,leopard,,beed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2905,1008,853,141
,,Elephant,,idukki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4432,200,3275,112
,,Elephant,,sundargarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1521,1361,306,487
,,Elephant,,palakkad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3756,676,2419,338
,,Elephant,,coimbatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2204,3642,2500,213
,,Elephant,,athirappilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1810,3009,829,353
,,Elephant,,mallapuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2839,1311,2892,100
,,Elephant,,keonjhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1447,4252,1249,300
,,Elephant,,coimbatore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2169,2981,1788,332
,,Elephant,,mysuru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1203,1675,1760,392
